#{"t_start": 1706610538.8116398, "env_id": "MiniGrid-DoorKey-6x6-v0"}
r,l,t
0.9725,11,1546.20143
0.975,10,1546.20996
0.9675,13,1546.222564
0.9675,13,1546.235603
0.96,16,1546.250564
0.9625,15,1546.264593
0.97,12,1546.274112
0.9675,13,1546.28625
0.965,14,1546.29894
0.975,10,1546.307479
0.97,12,1546.318
0.9725,11,1546.328506
0.955,18,1546.344534
0.965,14,1546.357044
0.9725,11,1546.367563
0.9675,13,1546.379376
0.9675,13,1546.40366
0.9675,13,1546.414198
0.975,10,1546.424955
0.97,12,1546.436505
0.97,12,1546.449589
0.98,8,1546.456112
0.965,14,1546.469657
0.965,14,1546.482173
0.965,14,1546.494702
0.9775,9,1549.551817
0.9675,13,1549.563438
0.965,14,1549.576182
0.9675,13,1549.587824
0.97,12,1549.600344
0.97,12,1549.610858
0.97,12,1549.621397
0.97,12,1549.631891
0.9775,9,1549.640357
0.9775,9,1549.64887
0.96,16,1549.664977
0.9725,11,1549.674544
0.9725,11,1549.684054
0.955,18,1549.701599
0.9725,11,1549.711134
0.965,14,1549.72416
0.9725,11,1549.734677
0.975,10,1549.743533
0.96,16,1549.757607
0.9575,17,1549.773161
0.9575,17,1549.787743
0.98,8,1549.796271
0.9675,13,1549.808782
0.9725,11,1549.818307
0.9525,19,1549.834341
0.955,18,1549.851331
0.98,8,1549.85884
0.96,16,1549.873364
0.9675,13,1549.88441
0.97,12,1549.894921
0.9725,11,1549.904449
0.965,14,1549.91696
0.9725,11,1549.926499
0.98,8,1549.934005
0.9525,19,1549.951575
0.97,12,1549.963073
0.965,14,1549.975125
0.9675,13,1549.986665
0.97,12,1549.997745
0.9725,11,1550.008274
0.97,12,1550.018785
0.9725,11,1550.028312
0.965,14,1550.040843
0.9575,17,1550.055882
0.9675,13,1550.068409
0.97,12,1550.078921
0.97,12,1550.090456
0.97,12,1550.100977
0.96,16,1550.116011
0.965,14,1550.128541
0.9625,15,1550.143387
0.9675,13,1550.154951
0.96,16,1550.169406
0.965,14,1550.180944
0.9725,11,1550.191469
0.9575,17,1550.206515
0.9725,11,1550.216025
0.9675,13,1550.227558
0.9725,11,1550.238085
0.9675,13,1550.250617
0.97,12,1550.261783
0.9775,9,1550.270322
0.97,12,1550.28083
0.9775,9,1550.28934
0.9725,11,1550.299875
0.9625,15,1550.313392
0.97,12,1550.323478
0.9775,9,1550.331486
0.975,10,1550.340999
0.975,10,1550.350521
0.975,10,1550.372144
0.97,12,1550.38418
0.96,16,1550.398706
0.96,16,1550.4148
0.9725,11,1550.425865
0.97,12,1550.438393
0.9725,11,1550.447903
0.96,16,1550.463485
0.9675,13,1550.474516
0.9625,15,1550.489031
0.9725,11,1550.498571
0.955,18,1550.514612
0.965,14,1550.526137
0.9575,17,1550.541641
0.96,16,1550.554741
0.975,10,1550.564305
0.9575,17,1550.580037
0.97,12,1550.589573
0.9475,21,1550.60961
0.9775,9,1550.618136
0.9725,11,1550.629659
0.9575,17,1550.645517
0.9675,13,1550.658052
0.9625,15,1550.671824
0.9475,21,1550.690863
0.96,16,1550.705427
0.9725,11,1550.714943
0.9775,9,1550.723454
0.98,8,1550.730474
0.9675,13,1550.741984
0.96,16,1550.758045
0.955,18,1550.774329
0.9675,13,1550.787866
0.965,14,1550.799984
0.9625,15,1550.814027
0.95,20,1550.831559
0.9625,15,1550.846914
0.97,12,1550.858467
0.97,12,1550.868963
0.9675,13,1550.88049
0.96,16,1550.895052
0.9725,11,1550.905572
0.9625,15,1550.919088
0.9725,11,1550.928785
0.965,14,1550.9414
0.9725,11,1550.950912
0.9775,9,1550.958597
0.9725,11,1550.96912
0.9575,17,1550.984175
0.9675,13,1550.996228
0.97,12,1551.007753
0.97,12,1551.019263
0.96,16,1551.033279
0.965,14,1551.046823
0.9625,15,1551.060371
0.9775,9,1551.068883
0.97,12,1551.07949
0.9625,15,1551.092001
0.9625,15,1551.105598
0.9725,11,1551.115121
0.955,18,1551.131639
0.9575,17,1551.14773
0.9675,13,1551.15949
0.955,18,1551.175524
0.9725,11,1551.185034
0.9625,15,1551.199109
0.965,14,1551.211623
0.975,10,1551.221176
0.965,14,1551.23421
0.975,10,1551.243208
0.9675,13,1551.257272
0.9625,15,1551.270365
0.9625,15,1551.284408
0.97,12,1551.307974
0.975,10,1551.319545
0.9675,13,1551.331021
0.965,14,1551.344054
0.9725,11,1551.353562
0.9575,17,1551.376787
0.98,8,1551.386601
0.9675,13,1551.399532
0.9675,13,1551.414544
0.98,8,1551.422439
0.9775,9,1551.430469
0.97,12,1551.442233
0.9675,13,1551.453478
0.97,12,1551.46466
0.965,14,1554.521885
0.98,8,1554.528773
0.9625,15,1554.541887
0.96,16,1554.555931
0.97,12,1554.566624
0.9725,11,1554.576926
0.9625,15,1554.591476
0.9575,17,1554.606454
0.9675,13,1554.619566
0.9675,13,1554.630787
0.9725,11,1554.641899
0.9725,11,1554.65339
0.96,16,1554.668603
0.97,12,1554.679123
0.9675,13,1554.690299
0.9775,9,1554.699399
0.97,12,1554.710081
0.9725,11,1554.718951
0.9675,13,1554.731526
0.965,14,1554.744269
0.9775,9,1554.751754
0.975,10,1554.760569
0.975,10,1554.769792
0.965,14,1554.781806
0.9575,17,1554.797709
0.9725,11,1554.807328
0.975,10,1554.815365
0.9725,11,1554.82619
0.9725,11,1554.836279
0.975,10,1554.845585
0.9625,15,1554.858914
0.975,10,1554.867628
0.97,12,1554.87949
0.97,12,1554.890815
0.9725,11,1554.899859
0.97,12,1554.910643
0.965,14,1554.924683
0.9625,15,1554.937329
0.965,14,1554.950142
0.9525,19,1554.967471
0.97,12,1554.978956
0.9725,11,1554.988838
0.9675,13,1555.000894
0.945,22,1555.020481
0.9725,11,1555.029945
0.9575,17,1555.045551
0.9775,9,1555.053554
0.9675,13,1555.065614
0.965,14,1555.078517
0.9625,15,1555.093422
0.965,14,1555.105814
0.96,16,1555.120761
0.9725,11,1555.130336
0.955,18,1555.147799
0.975,10,1555.156715
0.9725,11,1555.166914
0.96,16,1555.181747
0.9625,15,1555.194648
0.975,10,1555.203578
0.965,14,1555.215646
0.9725,11,1555.226358
0.9675,13,1555.237692
0.9725,11,1555.24749
0.9725,11,1555.257116
0.98,8,1555.264307
0.9775,9,1555.273411
0.975,10,1555.294143
0.975,10,1555.303154
0.96,16,1555.319609
0.9625,15,1555.334685
0.9775,9,1555.343483
0.9775,9,1555.353119
0.975,10,1555.361419
0.965,14,1555.374421
0.9775,9,1555.383313
0.9525,19,1555.400111
0.9575,17,1555.415639
0.98,8,1555.423146
0.965,14,1555.435781
0.9625,15,1555.449442
0.9775,9,1555.457511
0.97,12,1555.468958
0.975,10,1555.478612
0.97,12,1555.490297
0.96,16,1555.504464
0.975,10,1555.515452
0.955,18,1555.530837
0.9625,15,1555.544491
0.9625,15,1555.557743
0.97,12,1555.568283
0.965,14,1555.581946
0.9775,9,1555.590748
0.96,16,1555.605301
0.9625,15,1555.618713
0.9675,13,1555.631006
0.9675,13,1555.642055
0.975,10,1555.652321
0.98,8,1555.659657
0.9725,11,1555.66996
0.97,12,1555.680032
0.975,10,1555.689617
0.9725,11,1555.70139
0.965,14,1555.713211
0.975,10,1555.72245
0.9675,13,1555.734318
0.9675,13,1555.74643
0.9675,13,1555.75811
0.96,16,1555.772042
0.97,12,1555.783483
0.97,12,1555.794371
0.9375,25,1555.817562
0.9675,13,1555.829797
0.96,16,1555.843366
0.975,10,1555.853288
0.98,8,1555.860527
0.975,10,1555.870912
0.9625,15,1555.885696
0.955,18,1555.901479
0.97,12,1555.911728
0.975,10,1555.921417
0.9725,11,1555.93164
0.9675,13,1555.941693
0.9625,15,1555.956741
0.975,10,1555.965706
0.9675,13,1555.978444
0.9625,15,1555.992228
0.97,12,1556.003554
0.955,18,1556.020341
0.965,14,1556.033237
0.9725,11,1556.044181
0.9575,17,1556.058439
0.965,14,1556.071173
0.965,14,1556.084139
0.97,12,1556.096293
0.9775,9,1556.105426
0.9775,9,1556.113126
0.9775,9,1556.121013
0.9625,15,1556.135834
0.965,14,1556.149079
0.97,12,1556.158849
0.9625,15,1556.173274
0.965,14,1556.18547
0.9675,13,1556.198397
0.9675,13,1556.212684
0.965,14,1556.238157
0.96,16,1556.253269
0.9625,15,1556.266696
0.9725,11,1556.27664
0.96,16,1556.293246
0.965,14,1556.305659
0.9625,15,1556.320473
0.95,20,1556.339967
0.975,10,1556.348692
0.9625,15,1556.36448
0.965,14,1556.376793
0.955,18,1556.393214
0.9625,15,1556.407275
0.9675,13,1556.421158
0.97,12,1559.521023
0.9725,11,1559.530028
0.965,14,1559.543565
0.97,12,1559.554587
0.97,12,1559.565946
0.975,10,1559.575827
0.9675,13,1559.58738
0.955,18,1559.604552
0.965,14,1559.617572
0.97,12,1559.62992
0.96,16,1559.644611
0.955,18,1559.660576
0.9675,13,1559.671498
0.955,18,1559.68788
0.9625,15,1559.702042
0.9775,9,1559.709212
0.9575,17,1559.72529
0.97,12,1559.735798
0.965,14,1559.748957
0.975,10,1559.758859
0.965,14,1559.772067
0.9725,11,1559.782139
0.955,18,1559.797626
0.9725,11,1559.806822
0.9675,13,1559.819328
0.9575,17,1559.834542
0.97,12,1559.847915
0.9675,13,1559.860584
0.97,12,1559.871241
0.975,10,1559.881667
0.9475,21,1559.900048
0.9625,15,1559.914167
0.975,10,1559.923465
0.9725,11,1559.931969
0.975,10,1559.941799
0.975,10,1559.950677
0.975,10,1559.959624
0.96,16,1559.973322
0.9775,9,1559.981858
0.9725,11,1559.990938
0.975,10,1559.999422
0.9675,13,1560.013143
0.975,10,1560.021887
0.9675,13,1560.03333
0.9675,13,1560.044464
0.965,14,1560.056582
0.9725,11,1560.066965
0.955,18,1560.083414
0.955,18,1560.09936
0.96,16,1560.113429
0.9625,15,1560.126812
0.975,10,1560.136302
0.965,14,1560.147875
0.9675,13,1560.159536
0.9625,15,1560.173381
0.965,14,1560.185909
0.9625,15,1560.199114
0.9525,19,1560.216464
0.9675,13,1560.228872
0.9625,15,1560.255206
0.9725,11,1560.264483
0.965,14,1560.278447
0.9775,9,1560.286601
0.975,10,1560.297501
0.9725,11,1560.306959
0.95,20,1560.32653
0.9625,15,1560.340945
0.9675,13,1560.353194
0.97,12,1560.363538
0.975,10,1560.372048
0.96,16,1560.3878
0.955,18,1560.404358
0.9725,11,1560.415709
0.9575,17,1560.43055
0.95,20,1560.450323
0.9675,13,1560.461788
0.9675,13,1560.473305
0.9625,15,1560.487818
0.97,12,1560.498843
0.96,16,1560.513337
0.925,30,1560.541516
0.945,22,1560.561022
0.965,14,1560.573179
0.96,16,1560.588539
0.9775,9,1560.597011
0.9525,19,1560.61431
0.9575,17,1560.629219
0.9725,11,1560.639318
0.9725,11,1560.649818
0.9575,17,1560.666975
0.965,14,1560.679
0.9675,13,1560.690929
0.97,12,1560.701281
0.975,10,1560.7098
0.9475,21,1560.731376
0.955,18,1560.746428
0.975,10,1560.755439
0.9775,9,1560.773671
0.97,12,1560.783501
0.9675,13,1560.796301
0.96,16,1560.809751
0.9775,9,1560.819266
0.975,10,1560.827696
0.975,10,1560.83737
0.965,14,1560.851435
0.97,12,1560.861869
0.955,18,1560.879359
0.975,10,1560.889472
0.9725,11,1560.899423
0.9675,13,1560.909984
0.9625,15,1560.923254
0.955,18,1560.939378
0.9775,9,1560.948823
0.975,10,1560.95783
0.9775,9,1560.965655
0.9625,15,1560.980304
0.955,18,1560.99726
0.9725,11,1561.006796
0.97,12,1561.017435
0.9675,13,1561.028878
0.9725,11,1561.038744
0.96,16,1561.053144
0.975,10,1561.062225
0.98,8,1561.070377
0.9625,15,1561.085983
0.945,22,1561.109848
0.9725,11,1561.120866
0.9575,17,1561.136823
0.9625,15,1561.14945
0.9775,9,1561.157667
0.945,22,1561.178369
0.95,20,1561.209949
0.96,16,1561.224129
0.975,10,1561.234457
0.975,10,1561.243436
0.96,16,1561.258807
0.9675,13,1561.271115
0.9675,13,1561.283583
0.9775,9,1561.292194
0.97,12,1561.303999
0.975,10,1561.312004
0.9675,13,1561.324372
0.9675,13,1561.337499
0.9725,11,1561.347248
0.955,18,1561.363083
0.9625,15,1561.376582
0.9675,13,1561.38849
0.965,14,1561.402576
0.9675,13,1561.414479
0.975,10,1561.421942
0.965,14,1561.435622
0.975,10,1564.5369
0.975,10,1564.545871
0.9725,11,1564.55644
0.9575,17,1564.571964
0.9725,11,1564.583141
0.9475,21,1564.602328
0.955,18,1564.618875
0.9575,17,1564.634516
0.9675,13,1564.647527
0.97,12,1564.658755
0.9525,19,1564.676733
0.965,14,1564.689527
0.9725,11,1564.698898
0.975,10,1564.708207
0.9475,21,1564.726781
0.9775,9,1564.734842
0.9675,13,1564.746587
0.965,14,1564.759316
0.975,10,1564.76906
0.965,14,1564.781123
0.9475,21,1564.799841
0.98,8,1564.807569
0.9625,15,1564.822255
0.9675,13,1564.83433
0.97,12,1564.845526
0.9775,9,1564.853503
0.975,10,1564.863131
0.9725,11,1564.872553
0.975,10,1564.882435
0.975,10,1564.891387
0.98,8,1564.898364
0.9725,11,1564.907689
0.95,20,1564.925259
0.965,14,1564.938109
0.975,10,1564.947356
0.9625,15,1564.960808
0.9725,11,1564.971043
0.975,10,1564.979322
0.975,10,1564.988819
0.965,14,1565.001413
0.9575,17,1565.016822
0.9725,11,1565.026312
0.9675,13,1565.037741
0.95,20,1565.056577
0.9675,13,1565.069993
0.9625,15,1565.083471
0.975,10,1565.09338
0.95,20,1565.111563
0.965,14,1565.124287
0.9675,13,1565.137004
0.9625,15,1565.149719
0.975,10,1565.159124
0.97,12,1565.170692
0.96,16,1565.185714
0.9425,23,1565.206295
0.9475,21,1565.23792
0.975,10,1565.246926
0.955,18,1565.263247
0.9625,15,1565.276459
0.965,14,1565.291631
0.9775,9,1565.299711
0.955,18,1565.316869
0.97,12,1565.327517
0.96,16,1565.341442
0.9575,17,1565.356373
0.975,10,1565.366239
0.96,16,1565.381093
0.9675,13,1565.39199
0.975,10,1565.401966
0.96,16,1565.415746
0.97,12,1565.426692
0.9725,11,1565.435778
0.9725,11,1565.445747
0.9675,13,1565.458946
0.9775,9,1565.466515
0.9525,19,1565.483198
0.965,14,1565.496883
0.965,14,1565.511366
0.965,14,1565.524533
0.9625,15,1565.537982
0.965,14,1565.549865
0.96,16,1565.565563
0.9725,11,1565.575561
0.97,12,1565.586325
0.9725,11,1565.596562
0.9725,11,1565.606642
0.9625,15,1565.620051
0.9625,15,1565.63467
0.965,14,1565.64817
0.9575,17,1565.661754
0.97,12,1565.674307
0.9725,11,1565.684837
0.9725,11,1565.694415
0.9575,17,1565.709577
0.975,10,1565.718643
0.97,12,1565.729253
0.9675,13,1565.740569
0.9625,15,1565.753399
0.9675,13,1565.765929
0.9425,23,1565.785884
0.9675,13,1565.797861
0.9675,13,1565.809381
0.9725,11,1565.819177
0.96,16,1565.833509
0.9525,19,1565.850635
0.9475,21,1565.870857
0.975,10,1565.879853
0.975,10,1565.888488
0.97,12,1565.89918
0.97,12,1565.911368
0.98,8,1565.918905
0.96,16,1565.93328
0.9725,11,1565.942373
0.9575,17,1565.958399
0.9625,15,1565.97238
0.9675,13,1565.98431
0.9775,9,1565.992486
0.97,12,1566.003218
0.9625,15,1566.017305
0.975,10,1566.025409
0.9675,13,1566.037013
0.965,14,1566.050316
0.97,12,1566.061285
0.975,10,1566.071151
0.97,12,1566.081255
0.965,14,1566.09441
0.96,16,1566.108483
0.9625,15,1566.121901
0.96,16,1566.135777
0.9575,17,1566.163589
0.9675,13,1566.177627
0.97,12,1566.189121
0.975,10,1566.198633
0.975,10,1566.208341
0.975,10,1566.219235
0.9725,11,1566.228432
0.965,14,1566.241704
0.975,10,1566.250481
0.96,16,1566.266458
0.975,10,1566.275537
0.9775,9,1566.285209
0.975,10,1566.296466
0.98,8,1566.304495
0.97,12,1566.316653
0.9625,15,1566.33062
0.965,14,1566.342671
0.955,18,1566.358757
0.9675,13,1566.37112
0.9725,11,1566.380914
0.97,12,1566.393106
0.97,12,1566.403529
0.97,12,1566.413576
0.9725,11,1566.424233
0.975,10,1566.435555
0.95,20,1569.516562
0.97,12,1569.52695
0.9675,13,1569.539916
0.97,12,1569.549896
0.9675,13,1569.561814
0.965,14,1569.575802
0.9775,9,1569.584321
0.945,22,1569.603578
0.9775,9,1569.611902
0.9725,11,1569.622446
0.9575,17,1569.637605
0.965,14,1569.650763
0.9525,19,1569.667862
0.975,10,1569.67656
0.9775,9,1569.685904
0.975,10,1569.695947
0.9675,13,1569.708751
0.9575,17,1569.723583
0.9725,11,1569.733128
0.975,10,1569.742474
0.9725,11,1569.753142
0.9675,13,1569.764723
0.97,12,1569.77563
0.9725,11,1569.786024
0.975,10,1569.794544
0.9725,11,1569.804533
0.975,10,1569.814546
0.9625,15,1569.82781
0.975,10,1569.836589
0.9625,15,1569.851253
0.9675,13,1569.861859
0.975,10,1569.871787
0.955,18,1569.887456
0.9675,13,1569.900396
0.9625,15,1569.914643
0.9625,15,1569.927679
0.9775,9,1569.93638
0.9675,13,1569.947751
0.9625,15,1569.961276
0.955,18,1569.976881
0.96,16,1569.991844
0.9725,11,1570.002269
0.965,14,1570.014613
0.9775,9,1570.02191
0.9625,15,1570.036476
0.97,12,1570.047729
0.9625,15,1570.061627
0.97,12,1570.072306
0.97,12,1570.081814
0.9625,15,1570.098
0.9625,15,1570.110764
0.9575,17,1570.125837
0.965,14,1570.137552
0.97,12,1570.16144
0.97,12,1570.172266
0.965,14,1570.185433
0.975,10,1570.19418
0.9725,11,1570.205977
0.96,16,1570.220084
0.9725,11,1570.229922
0.9675,13,1570.241826
0.97,12,1570.253615
0.965,14,1570.267371
0.965,14,1570.279567
0.9725,11,1570.289087
0.9625,15,1570.301867
0.97,12,1570.313345
0.97,12,1570.324453
0.975,10,1570.33358
0.96,16,1570.346948
0.95,20,1570.365746
0.97,12,1570.377799
0.9725,11,1570.386556
0.9775,9,1570.394659
0.9725,11,1570.405121
0.975,10,1570.414303
0.9675,13,1570.42638
0.9675,13,1570.438435
0.9625,15,1570.451898
0.975,10,1570.461898
0.9725,11,1570.471786
0.97,12,1570.481751
0.9525,19,1570.501747
0.965,14,1570.514505
0.955,18,1570.531946
0.965,14,1570.543412
0.9675,13,1570.555383
0.955,18,1570.572444
0.9725,11,1570.581804
0.9725,11,1570.592446
0.97,12,1570.603419
0.9725,11,1570.61345
0.965,14,1570.626494
0.9725,11,1570.636832
0.9725,11,1570.647901
0.9725,11,1570.65848
0.975,10,1570.668504
0.965,14,1570.680806
0.9725,11,1570.691399
0.9475,21,1570.710874
0.965,14,1570.725566
0.9425,23,1570.745739
0.9675,13,1570.757785
0.9525,19,1570.774256
0.975,10,1570.784152
0.9725,11,1570.793421
0.9575,17,1570.809313
0.965,14,1570.820981
0.965,14,1570.833424
0.9675,13,1570.845512
0.9675,13,1570.856811
0.9675,13,1570.867502
0.97,12,1570.878473
0.965,14,1570.892274
0.9475,21,1570.911945
0.9725,11,1570.921686
0.965,14,1570.934513
0.9725,11,1570.944267
0.9675,13,1570.956315
0.9675,13,1570.968365
0.9675,13,1570.979484
0.97,12,1570.989936
0.9725,11,1571.000518
0.9725,11,1571.01156
0.975,10,1571.020667
0.975,10,1571.030704
0.9475,21,1571.049402
0.9725,11,1571.059487
0.9625,15,1571.073416
0.975,10,1571.094405
0.9625,15,1571.109579
0.965,14,1571.123334
0.9525,19,1571.140301
0.975,10,1571.150295
0.96,16,1571.165575
0.955,18,1571.182596
0.9725,11,1571.191836
0.9725,11,1571.201576
0.97,12,1571.211766
0.97,12,1571.22332
0.9725,11,1571.233161
0.965,14,1571.246928
0.9625,15,1571.260399
0.9625,15,1571.273337
0.9725,11,1571.284416
0.975,10,1571.293427
0.975,10,1571.302018
0.965,14,1571.315805
0.9675,13,1571.327413
0.975,10,1571.335946
0.9625,15,1571.349684
0.9575,17,1571.365802
0.965,14,1571.379746
0.9725,11,1571.389409
0.9625,15,1571.403305
0.965,14,1571.415946
0.945,22,1574.495491
0.9625,15,1574.50936
0.975,10,1574.518517
0.94,24,1574.538906
0.97,12,1574.550441
0.95,20,1574.567743
0.955,18,1574.583355
0.945,22,1574.604786
0.7425,103,1574.698946
0.965,14,1574.711229
0.9675,13,1574.723589
0.8575,57,1574.774547
0.93,28,1574.800075
0.7775,89,1574.880097
0.97,12,1574.890836
0.8325,67,1574.950666
0.9675,13,1574.962601
0.97,12,1574.973557
0.93,28,1574.998364
0.9775,9,1575.0067
0.97,12,1575.016607
0.88,48,1575.06063
0.97,12,1575.083306
0.96,16,1575.098066
0.905,38,1575.134589
0.975,10,1575.143405
0.9625,15,1575.158219
0.915,34,1575.188996
0.845,62,1575.243307
0.955,18,1575.259544
0.9725,11,1575.268812
0.965,14,1575.282357
0.825,70,1575.344252
0.9725,11,1575.353549
0.965,14,1575.367183
0.9325,27,1575.39103
0.9475,21,1575.41011
0.885,46,1575.450983
0.8175,73,1575.515835
0.9675,13,1575.528018
0.97,12,1575.540005
0.965,14,1575.553529
0.88,48,1575.599872
0.94,24,1575.621654
0.945,22,1575.642242
0.935,26,1575.666293
0.9325,27,1575.689492
0.9425,23,1575.710409
0.975,10,1575.7196
0.9725,11,1575.729972
0.86,56,1575.778179
0.9625,15,1575.791564
0.9675,13,1575.803349
0.94,24,1575.825258
0.9475,21,1575.845297
0.9525,19,1575.862617
0.9725,11,1575.873506
0.95,20,1575.891422
0.9525,19,1575.909134
0.9675,13,1575.921406
0.86,56,1575.970251
0.9625,15,1575.995863
0.9375,25,1576.01974
0.9225,31,1576.049844
0.9625,15,1576.064594
0.9425,23,1576.084985
0.9625,15,1576.098935
0.9625,15,1576.112096
0.9675,13,1576.123258
0.95,20,1576.143369
0.87,52,1576.190274
0.97,12,1576.202346
0.905,38,1576.237757
0.97,12,1576.248969
0.9175,33,1576.280268
0.9725,11,1576.290242
0.9675,13,1576.301816
0.96,16,1576.316836
0.9625,15,1576.329663
0.9525,19,1576.348243
0.88,48,1579.413207
0.975,10,1579.421447
0.935,26,1579.445615
0.96,16,1579.459074
0.9725,11,1579.468873
0.9575,17,1579.484466
0.955,18,1579.501849
0.9725,11,1579.511448
0.95,20,1579.528678
0.955,18,1579.544547
0.9425,23,1579.563473
0.965,14,1579.576683
0.9775,9,1579.585386
0.9325,27,1579.609333
0.96,16,1579.62329
0.9675,13,1579.634886
0.9625,15,1579.649463
0.9525,19,1579.666468
0.9725,11,1579.676709
0.9575,17,1579.691912
0.8875,45,1579.731994
0.925,30,1579.758794
0.97,12,1579.769799
0.9475,21,1579.787827
0.9625,15,1579.80135
0.9575,17,1579.818444
0.9475,21,1579.83785
0.97,12,1579.848833
0.9675,13,1579.860523
0.9275,29,1579.885742
0.97,12,1579.896547
0.965,14,1579.90957
0.975,10,1579.918945
0.97,12,1579.941267
0.965,14,1579.954441
0.97,12,1579.966578
0.98,8,1579.973578
0.96,16,1579.988608
0.97,12,1580.000559
0.965,14,1580.013626
0.975,10,1580.023345
0.945,22,1580.043412
0.975,10,1580.053414
0.96,16,1580.067984
0.97,12,1580.077783
0.9575,17,1580.092603
0.9725,11,1580.103301
0.97,12,1580.113552
0.95,20,1580.1321
0.95,20,1580.148617
0.9675,13,1580.160872
0.965,14,1580.173259
0.9725,11,1580.183998
0.97,12,1580.19596
0.8975,41,1580.23246
0.97,12,1580.243157
0.9775,9,1580.251225
0.9675,13,1580.263297
0.9575,17,1580.277871
0.9775,9,1580.286845
0.98,8,1580.293342
0.9725,11,1580.304136
0.945,22,1580.323476
0.9725,11,1580.334212
0.97,12,1580.345418
0.9475,21,1580.364136
0.955,18,1580.382395
0.98,8,1580.388988
0.9475,21,1580.409461
0.96,16,1580.423367
0.9725,11,1580.433335
0.9775,9,1580.441541
0.9525,19,1580.457913
0.975,10,1580.467514
0.9775,9,1580.475903
0.9475,21,1580.494407
0.9325,27,1580.51919
0.97,12,1580.5294
0.9425,23,1580.548385
0.9675,13,1580.559942
0.9,40,1580.594443
0.9675,13,1580.605665
0.945,22,1580.625583
0.97,12,1580.636802
0.8825,47,1580.679508
0.9675,13,1580.691679
0.9575,17,1580.705879
0.97,12,1580.715626
0.9725,11,1580.726454
0.97,12,1580.738288
0.9525,19,1580.755504
0.975,10,1580.763507
0.9425,23,1580.783567
0.97,12,1580.7934
0.97,12,1580.805481
0.975,10,1580.814525
0.9725,11,1580.824459
0.97,12,1580.836854
0.9675,13,1580.86129
0.975,10,1580.869802
0.9575,17,1580.886333
0.9125,35,1580.918886
0.94,24,1580.94083
0.9725,11,1580.951885
0.97,12,1580.96438
0.9725,11,1580.974373
0.965,14,1580.987846
0.9475,21,1581.009072
0.9425,23,1581.032197
0.945,22,1581.05169
0.9675,13,1581.063199
0.9675,13,1581.076137
0.975,10,1581.084466
0.9675,13,1581.097611
0.975,10,1581.106332
0.9675,13,1581.119798
0.97,12,1581.129954
0.9675,13,1581.142861
0.9725,11,1581.152453
0.96,16,1581.167346
0.97,12,1581.178811
0.9375,25,1581.20155
0.95,20,1581.220367
0.895,42,1581.258535
0.9775,9,1581.267705
0.9625,15,1584.380095
0.9725,11,1584.389873
0.9175,33,1584.420803
0.96,16,1584.435626
0.955,18,1584.451376
0.9675,13,1584.464209
0.97,12,1584.475349
0.9675,13,1584.487426
0.955,18,1584.503601
0.965,14,1584.515799
0.9775,9,1584.523391
0.98,8,1584.531411
0.97,12,1584.543241
0.955,18,1584.560272
